run_id,prompt_id,status,date_utc,product,model_label,search_mode,approximate_location,context_controls,joseph_mentioned,joseph_recommended,joseph_description,competitors_mentioned,source_urls,source_domains,joseph_domain_cited,selection_evidence_observed,selection_inference,raw_response_path,response_url,notes,citation_capture,provider_list_present
segment-1-2026-09-13,C1,COMPLETE,2026-09-13T03:56:00Z,ChatGPT web,ChatGPT; exact backend undisclosed,Web search selected,Toronto,Temporary chat; Unpersonalized verified,false,false,Not mentioned in captured output,PPC Guru|ORCAFY|SET Marketing|ZimaPeak|1800Marketing|MetaBaz,https://orcafy.com/services/meta-ads/?utm_source=chatgpt.com|https://metabaz.ca/meta-ads/?utm_source=chatgpt.com,orcafy.com|metabaz.ca,false,"Lead qualification, tracking, landing pages and creative testing; management price.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/C1.md,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,C2,COMPLETE,2026-09-13T22:59:26.184Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,ZimaPeak|PPC Guru|Creative Squad|Qode Social|Neighbourhood Creative|ORCAFY|Creative Scope|Arnold Street Agency|MAD Social Agency|MetaBaz,https://orcafy.com/services/meta-ads/?utm_source=chatgpt.com|https://www.madsocialagency.com/toronto?utm_source=chatgpt.com|https://metabaz.ca/meta-ads/?utm_source=chatgpt.com,orcafy.com|madsocialagency.com|metabaz.ca,false,Original creative production plus Meta setup/management; price/scope comparisons.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/C2.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,C3,COMPLETE,2026-09-13T23:01:42.855Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,MetaBaz|Nano Digital|ORCAFY|AdTribe|Flux Marketing,https://metabaz.ca/meta-ads/?utm_source=chatgpt.com|https://orcafy.com/services/meta-ads/?utm_source=chatgpt.com,metabaz.ca|orcafy.com,false,No long-term contract/month-to-month claims and ad-spend separation.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/C3.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,C4,COMPLETE,2026-09-16T05:17:26.657Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,Ayra Marketing|Manisoft Media|Digital Drew SEM|Advorize|Digilite|Bhuwan Rokaha|PPC Guru|1800Marketing|ORCAFY|ZimaPeak|DiscoverMyBusiness,https://ayramarketing.squarespace.com/portfolio/bathroom-renovation-meta-ads-case-study?utm_source=chatgpt.com|https://www.manisoft.agency/service-price/content-creation?utm_source=chatgpt.com|https://digitaldrewsem.com/case-studies/fabric-2-finish/?utm_source=chatgpt.com|https://www.advorize.com/projects/greater-toronto-homebuyers?utm_source=chatgpt.com|https://digilite.ca/case-studies/generating-quality-leads-with-facebook-ads-moe-hasham-case-study/?utm_source=chatgpt.com|https://bhu1roka.com/meta-ads-management/?utm_source=chatgpt.com|https://discovermybusiness.co/project/small-budget-local-ads-restaurant-event-venue-case-studies/?utm_source=chatgpt.com,ayramarketing.squarespace.com|manisoft.agency|digitaldrewsem.com|advorize.com|digilite.ca|bhu1roka.com|discovermybusiness.co,false,Agency-reported numerical low-budget cases; several local providers explicitly have less compelling numerical evidence in the answer.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/C4.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,C5,COMPLETE,2026-09-16T05:22:58.860Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,ORCAFY|SET Marketing|PPC Guru|Preeminent Marketing|ZimaPeak|MetaBaz,https://orcafy.com/services/meta-ads/?utm_source=chatgpt.com|https://metabaz.ca/meta-ads/?utm_source=chatgpt.com|https://about.fb.com/ltam/wp-content/uploads/sites/14/2023/11/LeadGenerationGuide.pdf?utm_source=chatgpt.com,orcafy.com|metabaz.ca|about.fb.com,false,"Lead quality, CRM/call/appointment attribution, published lead-focused services.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/C5.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,D1,COMPLETE,2026-09-13T03:59:00Z,ChatGPT web,ChatGPT; exact backend undisclosed,Web search selected,Toronto,Temporary chat; Unpersonalized verified,false,false,Not mentioned in captured output,Synonym Social|Let's Snack Toronto|Inna Malovichko|Barks Media|Animalz Media|Good Days Marketing|Origin Films,https://www.gooddaysmarketing.com/content-creation-services?utm_source=chatgpt.com|https://www.originfilms.ca/corporate-video-production/?utm_source=chatgpt.com,gooddaysmarketing.com|originfilms.ca,false,"End-to-end planning/filming/editing, creator model, monthly deliverables and pricing.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/D1.md,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,D2,COMPLETE,2026-09-13T22:59:41.739Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,IAVA Productions|Bee Video Production|Barks Media|Moon Reel Media|FX Productions Canada|Minifridge Media|Viterno Group|Hatul Madan,https://viternogroup.com/?utm_source=chatgpt.com|https://www.hatulmadan.ca/video-production-services-toronto?utm_source=chatgpt.com,viternogroup.com|hatulmadan.ca,false,Recurring shoots and end-to-end production; small-team size and package limits.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/D2.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,D3,FOLLOWUP_REQUESTED,2026-09-13T23:01:52.287Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,,,,false,Location permission/clarification requested. No provider list. No location granted; do not invent an answer.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/D3.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. Location permission/clarification requested. No provider list. No location granted; do not invent an answer.,No citations in clarification,false
segment-2-2026-09-16,D4,COMPLETE,2026-09-16T05:17:38.812Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,Social Signals Marketing|Whissel Strategies|Arnold Street Agency|Synonym Social|Brand Vision|Narsaik|Manisoft Media|The Iconic Management|Viterno Group,https://www.narsaik.com/?utm_source=chatgpt.com|https://www.manisoft.agency/service-price/content-creation?utm_source=chatgpt.com|https://theiconicmanagement.ca/paid-ads?utm_source=chatgpt.com|https://viternogroup.com/?utm_source=chatgpt.com,narsaik.com|manisoft.agency|theiconicmanagement.ca|viternogroup.com,false,"Service combinations explicitly connecting short-form hooks to landing pages, follow-up and enquiries.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/D4.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,D5,COMPLETE,2026-09-16T05:23:10.075Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,Viva Media|MD Media|Perspective Film Studio|Clarity Content|ROUND CONTENT|Barks Media|The Toronto Content Lab|Origin Films|Aurion Studio,https://www.thetorontocontentlab.com/?utm_source=chatgpt.com|https://www.originfilms.ca/social-media-content-creation/?utm_source=chatgpt.com|https://aurionstudio.io/content?utm_source=chatgpt.com,thetorontocontentlab.com|originfilms.ca|aurionstudio.io,false,"Shoot duration, asset counts, monthly scope and tier exclusions; some initially suggested providers need quote-level confirmation.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/D5.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,E1,COMPLETE,2026-09-13T22:51:31.677Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default ChatGPT; backend undisclosed; Unpersonalized; explicit Web search chip; resumed UI variant; E1 repeated because original response lost,false,false,Not mentioned in captured output,Piston Studio|FUSE Create|Viterno Group|RedlineToronto|StreetTalk|Y3S Creative|Vaelolab,https://viternogroup.com/?utm_source=chatgpt.com|https://www.redlinetoronto.ca/live-social?utm_source=chatgpt.com|https://www.streettalk.co/?utm_source=chatgpt.com|https://www.y3screative.ca/?utm_source=chatgpt.com|https://vaelolab.com/?utm_source=chatgpt.com,viternogroup.com|redlinetoronto.ca|streettalk.co|y3screative.ca|vaelolab.com,false,"Distinct creative formats, street interviews/stunts, organic reach claims and named campaign examples.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/E1.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,E2,COMPLETE,2026-09-13T22:59:53.378Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,Concrete Design Communications|Studio Wild Wild|Blok Design|Made by Emblem|Art & Mechanical|Chargefield|Fabled Creative,https://concrete.ca/?utm_source=chatgpt.com|https://www.fabledcreative.com/?utm_source=chatgpt.com,concrete.ca|fabledcreative.com,false,"Art direction and visible portfolio styles, including named Chef Bombay work.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/E2.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,E3,COMPLETE,2026-09-13T23:02:03.543Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,FUSE Create|We Are Social Toronto|Super Duper Studios|StreetTalk|Taste|Viterno Group,https://www.cruel.ca/?utm_source=chatgpt.com|https://www.goodkids.ca/toronto-advertising-agency?utm_source=chatgpt.com|https://www.streettalk.co/?utm_source=chatgpt.com|https://viternogroup.com/?utm_source=chatgpt.com,cruel.ca|goodkids.ca|streettalk.co|viternogroup.com,false,"Stunts, creator campaigns, internet culture and client examples; FUSE and We Are Social citation labels/URLs point to other agencies, so attribution unreliable.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/E3.json,https://chatgpt.com/?temporary-chat=true,"Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. Stunts, creator campaigns, internet culture and client examples; FUSE and We Are Social citation labels/URLs point to other agencies, so attribution unreliable.",Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,E4,COMPLETE,2026-09-16T05:17:52.598Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,Lapse Productions|Minifridge Media|Moon Reel Media|Barks Media,https://www.lapseproductions.com/?utm_source=chatgpt.com|https://www.minifridgemedia.com/?utm_source=chatgpt.com,lapseproductions.com|minifridgemedia.com,false,Founder-led production and clear agency enquiry forms. Answer partly interprets enquiry path as the agency's own sales flow rather than a client deliverable.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/E4.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. Founder-led production and clear agency enquiry forms. Answer partly interprets enquiry path as the agency's own sales flow rather than a client deliverable.,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,E5,COMPLETE,2026-09-16T05:23:20.124Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,Jacknife|Concrete Design Communications|Blok Design|Whitman Emorson|Chargefield|Made by Emblem|Gooseberry Studios,https://madebyemblem.com/?utm_source=chatgpt.com|https://www.gooseberrystudios.com/?utm_source=chatgpt.com,madebyemblem.com|gooseberrystudios.com,false,Editorial/surreal art direction combined with positioning and messaging services.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/E5.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,F1,COMPLETE,2026-09-13T22:52:50.813Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto/GTA,Free/default; exact backend undisclosed; Unpersonalized confirmed; explicit Web search chip; resumed UI variant,false,false,Not mentioned in captured output,EC Marketing Agency|Grapevine Media|Kavana Digital|AuFait|myBloom,https://grapevineonline.ca/?utm_source=chatgpt.com|https://www.kavanadigital.com/?utm_source=chatgpt.com|https://aufait.ca/?utm_source=chatgpt.com|https://www.mybloomhq.com/marketing-agency-for-local-business?utm_source=chatgpt.com|https://www.mybloomhq.com/?utm_source=chatgpt.com,grapevineonline.ca|kavanadigital.com|aufait.ca|mybloomhq.com,false,"Wedding specialization, service-business search/enquiry strategy and local pricing.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/F1.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,F2,COMPLETE,2026-09-13T23:00:02.531Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto/GTA,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,Mondo Bridal Agency|Tidal Media|Mavlers|Firas Digital|Hustle Marketers|HCO,https://tidalmedia.ca/works/spicefactory?utm_source=chatgpt.com|https://www.mavlers.agency/case-studies/how-a-gta-event-venue-tripled-organic-traffic?utm_source=chatgpt.com|https://www.firasdigital.com/case-studies/makeup-artist-toronto?utm_source=chatgpt.com|https://hustlemarketers.com/case-study/estelle-bridal-shop-marketing-seo/?utm_source=chatgpt.com|https://www.itshco.com/projects/paloma-blanca?utm_source=chatgpt.com,tidalmedia.ca|mavlers.agency|firasdigital.com|hustlemarketers.com|itshco.com,false,Named/anonymized wedding case studies and agency-reported numbers; local presence explicitly uncertain for some.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/F2.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
